shipment_id,fuel_cost,labor_cost,misc_cost
a34cc061,76.53,87.3,11.69
cb607c95,75.81,54.35,43.2
d4586f2d,96.17,69.33,45.9
a99d6a9b,53.66,47.15,34.41
c58cd319,98.54,36.54,23.01
a17d71ec,48.23,126.24,34.88
e401f171,68.05,39.16,7.33
4fb68018,64.51,85.16,35.23
f2018589,59.98,97.09,8.91
e2143bb2,61.12,28.09,39.92
eeb73e22,39.15,126.34,40.54
1d711795,55.77,148.66,20.37
3c39027c,42.19,30.44,15.8
bf9ac122,13.8,149.44,17.52
db785568,18.3,138.7,13.43
3d30ad4f,17.33,82.22,23.84
fcbfde2a,45.4,79.95,16.26
62eba808,35.15,99.99,36.42
18549f4c,47.07,131.05,42.66
26025b6f,32.5,68.69,17.59
dc001a50,74.23,90.83,17.46
8e6f992d,12.22,26.49,23.81
eec28fe9,23.17,54.64,43.06
028aeb11,32.72,90.29,22.6
979f16cf,26.67,95.72,34.73
b80a7737,15.58,94.97,42.6
487dd5ee,86.14,77.82,12.47
531152d0,75.59,92.95,6.17
77156c0e,57.36,72.83,49.47
a7e44828,36.85,131.54,40.87
98a05338,35.07,105.76,8.46
1adebf12,45.25,104.0,17.77
653a9033,53.14,83.02,23.57
af0ce56f,17.7,89.78,39.41
0887d820,55.1,146.95,47.55
ace97402,25.75,95.97,46.74
3377d894,52.53,87.53,40.52
4638a191,22.89,55.25,47.02
262d5757,11.73,109.39,13.93
0ac70d59,16.9,136.22,16.5
d52d9ac9,68.99,57.53,30.9
d708fbbb,30.2,81.28,37.5
03e5fee9,46.82,99.8,48.21
5425ed85,53.81,145.16,19.88
2dd83517,41.5,106.25,7.82
08531ea6,10.62,83.89,27.82
65c7069e,80.32,71.2,16.13
b6158383,39.26,33.65,26.43
fcbd1b9c,48.05,41.37,9.37
2340459f,85.09,79.29,8.05
1ae08d2f,78.1,131.02,15.1
f0923acf,46.5,131.73,9.17
f501c19b,71.82,44.68,48.86
86f12513,11.0,30.85,20.31
d66af88c,40.0,62.93,10.37
bb340da4,99.31,41.43,40.31
a492d895,86.36,80.23,40.27
dc2a9dbb,20.05,96.78,46.08
af980036,71.93,68.53,35.16
40408dd7,92.83,146.98,13.26
87924d72,28.47,112.86,25.68
58924444,35.45,114.73,24.27
38c58532,83.11,131.57,6.86
e7f5e572,65.76,124.69,16.96
4f1d3f83,47.02,136.69,18.12
2573ea67,67.94,148.85,33.3
c08dd641,24.68,47.62,38.4
cdb5e537,42.89,26.03,5.15
81da0f7f,82.09,104.32,38.52
a6cc83d7,50.39,37.76,36.73
c011acf3,82.79,103.12,13.77
e7017ee5,82.88,136.76,41.0
54816373,40.35,60.52,17.25
c7ea4798,93.98,130.14,42.56
81f981da,58.49,122.8,26.23
0a644936,28.64,40.42,7.19
82f7a8ae,26.19,24.72,5.2
0a0bcd70,37.79,114.74,47.72
59f701a6,16.09,57.51,21.32
f6ac8cb7,15.07,40.92,10.79
182cd636,25.54,74.7,12.18
c58fdfd8,98.58,82.89,7.32
021e7564,86.93,78.29,44.53
e8cf2d7f,84.31,138.63,33.62
1d0e78c7,29.64,76.02,37.99
c2b30fc1,68.75,96.23,31.77
b6b6541c,13.05,53.95,18.16
eba8464d,14.65,29.96,47.91
95c1a834,52.6,83.1,17.2
4c76e39c,37.23,55.46,18.47
6108d995,92.3,81.86,33.77
f44370a0,27.12,87.22,8.45
309aa979,18.32,149.29,13.09
bc31e4fa,28.81,73.43,11.13
30112bd6,77.48,137.16,43.88
f3f98dfe,38.71,37.48,15.29
7551bd7d,15.6,121.56,36.18
588ce2ff,90.06,123.75,33.26
88344036,85.65,42.77,14.65
ac1d4a9f,61.37,85.59,36.77
27c0fa5c,12.24,136.62,40.76
da0666f7,46.78,95.42,43.3
8e9025ce,91.22,57.85,49.98
42fac1a3,40.13,99.32,45.3
236032d3,12.16,138.25,13.16
0c38677e,61.35,110.48,30.7
dc693822,15.93,144.98,49.25
e2a08183,30.36,44.04,19.62
5bfba427,78.72,126.85,13.63
dbb63294,11.93,115.27,24.16
c9f28fd9,48.09,138.15,35.05
105fd2fe,19.25,36.94,40.62
958f3f89,72.17,110.24,49.87
0ad65f45,47.41,97.47,16.8
d724f9d5,60.59,80.95,30.48
1cf685fe,86.34,60.99,16.94
deaedf0c,50.19,79.74,45.67
8f181864,14.53,136.86,28.65
052480dc,77.43,134.73,19.48
0d03c960,94.06,121.59,35.17
37dcdcb3,12.93,30.21,20.0
cbffbcaf,31.07,110.48,12.36
a55d02fa,56.78,132.35,5.01
54713d1f,18.32,28.89,49.76
93d7cb33,59.74,56.79,32.55
594bb07e,89.94,119.41,25.87
edae63fc,42.52,70.0,18.28
bd43c350,56.26,69.25,29.58
7deb9e75,91.26,110.62,28.14
5cb206bc,22.64,78.04,37.83
82dba289,16.05,86.92,31.04
2a34cebf,94.56,57.33,48.36
c4593489,60.55,58.94,32.06
fbd3cf74,10.09,145.91,47.99
970c09d0,42.07,20.84,20.98
c230ab11,39.17,58.87,42.43
c11244e2,48.64,24.49,36.51
ea94f578,50.78,42.51,34.53
ef60294b,41.81,139.57,10.75
6a419e08,51.71,20.49,40.97
55beaea8,65.78,24.87,20.99
070d4523,40.1,48.31,29.58
da060d90,59.91,90.04,11.45
639ba021,92.93,148.48,30.78
66fc9903,62.62,86.01,37.56
f21b7cf8,54.51,26.88,41.15
7f2f7f04,49.76,79.02,44.49
7dbe0b62,24.34,90.14,13.12
77356755,94.28,43.72,26.16
c5eb1e94,10.39,137.07,45.21
77399880,34.76,119.76,12.7
6af7fb42,45.26,27.74,7.96
df53f414,51.57,117.45,24.74
54ecd5ce,80.54,120.87,47.87
da3be633,82.86,129.17,10.66
33557f35,81.39,148.72,16.51
e16bff05,13.36,85.53,32.56
81ab43d0,30.23,62.84,37.81
aa09e6a2,30.9,97.8,19.72
9bfe7de6,62.09,71.33,47.78
239d2aba,49.0,97.13,24.18
a83dc342,17.59,81.89,11.21
57a81345,91.99,63.38,24.64
b3b6f7b6,78.7,108.83,35.61
42f9aa43,34.19,92.17,19.91
bede8871,17.05,35.11,44.32
b40424bb,66.69,55.52,14.68
33d0384c,14.44,94.43,46.22
e0cea8c3,98.46,33.06,24.1
dc2ce7ff,91.12,26.23,6.04
74762a56,74.09,66.92,24.21
b5f0c4e9,32.3,111.75,20.36
e5354526,77.07,77.32,9.09
cea55d9f,16.83,110.97,27.01
25b21e09,65.78,26.96,17.61
6db96b45,93.95,60.04,37.75
f96d23fa,88.53,117.52,11.1
4cab688f,99.16,48.43,11.73
c7cadfce,91.38,81.39,13.71
218bdfa5,80.84,123.93,49.39
e4f1a3d1,81.75,34.76,24.01
d91c886c,34.27,46.09,13.24
ea556e1d,89.39,56.46,41.66
1e3111ed,31.56,103.77,35.82
e0ca227e,84.92,70.2,6.75
cf5c9d0c,96.37,34.09,34.62
a978b674,71.9,148.82,10.78
1f746e13,10.88,65.8,21.33
17824a60,20.02,67.93,42.16
1ac50237,20.7,118.23,8.15
c7b05cc2,66.35,84.92,40.05
fc86bbd0,49.46,140.64,28.8
fbb343a7,75.88,27.62,37.33
ee753b87,69.02,87.54,15.75
57c5fbfe,40.72,104.08,47.9
6a3d65f6,12.36,40.52,13.79
2ef42102,48.75,139.3,37.66
7e0e5a42,98.42,106.65,32.6
cfa743cc,58.49,92.57,9.63
aff768d1,82.58,89.13,15.29
2d234c01,60.13,109.81,42.62
d2b42585,93.66,117.67,12.31
740c6465,22.03,126.8,5.88
807ea233,89.81,72.74,20.89
3341c2e4,54.24,148.55,11.92
4e098eba,57.25,21.66,48.57
73ee9b5c,86.83,90.77,34.89
776cc368,47.2,70.98,33.77
d313c0b9,50.59,30.1,6.1
4f768982,78.05,111.24,37.07
59ac598d,26.31,35.17,20.95
19997823,52.6,120.06,48.03
f3f51d7b,37.48,135.86,13.7
74798b28,96.83,28.34,11.19
05a472ea,22.79,26.64,27.08
535452a6,46.67,35.55,20.0
87b9a7b8,42.98,36.27,36.56
13231f83,80.71,41.34,26.84
7e7eaab5,89.45,131.09,29.76
6a8c6488,25.08,28.8,17.21
6e3a4c1b,20.39,85.87,15.49
29ae0936,56.91,35.69,39.7
0e47b4e1,37.01,99.34,28.14
e7538342,99.61,45.05,43.23
d6c7b7a4,23.18,103.2,40.01
edec52be,23.71,27.38,33.0
ae7e0449,17.23,60.51,20.8
4bedca28,41.59,80.76,44.02
340e520b,82.78,26.47,17.59
1ee90691,76.05,56.07,42.92
2c6d6388,12.55,103.34,31.18
fd2cc616,80.63,82.61,43.36
a2755779,61.73,68.79,42.37
2396bb20,91.06,89.81,25.84
1d639a7c,93.22,64.0,13.98
672832e0,12.3,93.48,38.44
604ff191,25.77,126.07,7.54
75cf75c4,78.27,127.37,31.22
747757e7,55.48,31.06,18.2
6a4f4947,19.47,70.7,30.06
dd04d6a9,36.99,104.52,26.25
2e8d02b2,19.85,116.96,34.23
0889e793,48.76,98.57,41.92
fdcf56eb,26.12,30.17,38.42
95c3e370,51.41,43.53,18.83
6d3a6d6f,11.55,132.35,31.01
13fa5e63,82.57,41.32,44.64
3e11c42d,11.45,56.54,44.85
d20552eb,99.86,28.56,44.29
c83590b6,10.74,134.92,41.09
f2463a86,90.22,81.07,11.93
b61ee456,18.42,131.36,31.3
a8a4b3b9,82.67,49.43,12.97
72bda0cc,56.46,110.52,32.7
2278612a,40.92,23.69,40.76
5c93a29c,60.7,111.08,46.34
643c8cee,73.8,141.59,29.84
156ee267,59.4,93.45,8.42
8f7c6aa9,49.54,81.21,48.29
958a420e,42.91,106.24,37.82
96c2737a,49.4,73.9,48.66
f431b02d,74.67,39.92,24.89
afb20ca0,97.67,75.51,29.27
d39fd4ed,58.37,53.87,43.02
c9245877,19.85,55.49,24.53
a85042f3,74.89,64.84,19.46
9ce64887,85.83,100.32,48.84
af70b23c,69.28,50.46,42.17
e68a9ec4,69.77,89.85,31.11
1fbdca3e,99.9,107.29,24.63
0526baa6,89.05,98.07,37.04
c2dd04d7,92.21,147.14,6.55
9d57356c,39.09,51.47,43.21
1acfd8c2,94.72,100.06,13.79
4acdc963,42.31,121.62,46.14
a8cc748c,47.26,42.23,42.62
2a7a7d27,66.12,101.53,27.05
4d791ba2,43.14,41.83,19.16
4fae2055,43.29,135.34,15.82
fbddeea9,70.63,130.42,20.33
89f762f0,80.2,69.97,42.89
ef57b098,60.18,72.91,26.73
70f0e802,77.2,127.56,14.15
770c69e6,13.78,92.5,27.73
dfe931e6,38.59,127.7,25.56
50cc084b,82.93,51.14,21.79
2ecc61c2,51.08,112.03,31.04
a8593207,20.53,47.23,9.42
4a83ce54,13.72,83.69,33.49
a781d003,91.51,145.79,49.4
89d4282e,99.01,100.09,21.03
fb8a5e81,34.97,84.56,9.75
489ad19a,92.97,33.83,17.46
7c891076,49.06,87.12,10.97
34dce64e,37.62,27.81,17.39
1de09c8b,87.75,88.1,12.22
f2b07442,89.76,81.31,19.43
e89ca348,25.36,72.61,23.55
6a63ac47,66.96,43.45,14.33
3e7e687a,47.88,30.62,27.65
f47b0cf7,14.18,35.45,42.04
ba762643,92.68,80.51,23.85
039eb83b,27.11,136.89,6.19
541bde47,33.34,23.26,25.87
dec86e4d,53.43,123.71,19.46
5c2d98e6,84.39,102.25,47.38
e1ee7cad,31.4,64.14,46.98
fa42b21f,32.98,63.53,47.98
dd43a011,36.04,65.61,17.11
793669af,83.14,117.33,17.92
d8bbe6d7,95.71,88.65,20.54
751f1e21,19.81,122.67,6.46
0f9afce1,66.98,136.14,17.07
94b63fbb,25.06,62.84,20.53
96b785da,59.69,85.62,8.26
f98ba66b,46.0,143.49,39.36
096fa38f,38.0,119.98,15.54
e3cb5ec4,15.81,50.21,28.09
70d1629f,43.91,59.84,8.15
fd08ddd3,43.0,111.94,36.53
2862571d,49.46,145.08,23.35
66f8ec8f,10.27,71.97,18.29
ae0642b3,74.89,125.87,45.44
01da4c50,17.03,115.47,41.61
5c67e829,96.0,84.0,43.96
e5b1effc,35.56,54.57,7.85
9406a312,82.05,46.12,30.94
f27e830d,12.98,48.44,31.96
ada48ff0,25.14,86.88,42.7
669c736e,89.78,54.86,43.54
c7459845,99.79,52.53,22.74
678546cf,64.04,92.98,49.13
8f202f23,59.31,145.89,12.79
91b04b4e,72.36,142.39,42.07
f7973ec3,73.68,38.13,47.84
aedc6521,91.98,102.81,33.12
271564f2,58.53,48.5,10.99
7688e10e,38.84,71.86,22.91
19f2c2c2,20.28,23.41,13.37
bef61483,62.08,84.86,25.29
061535cd,98.28,74.89,39.67
27777b82,24.15,32.36,21.08
c96e3735,45.52,100.13,26.58
20c0e7a4,10.02,39.16,47.26
4bae614b,87.75,76.36,43.76
16fc918c,45.46,126.87,18.15
984f8e5b,55.91,105.23,39.18
9eab37f2,97.63,107.67,31.21
f5788585,30.68,66.14,7.21
18046281,64.61,126.38,43.31
6b0b1193,43.5,138.33,49.5
b6cd4379,17.08,24.48,34.15
69349518,21.45,85.55,41.11
340d42d3,41.89,111.31,35.97
61d6a024,85.17,77.81,16.33
5afee717,18.3,87.34,6.06
5a538425,99.7,135.85,10.97
0b457041,34.18,42.65,41.24
68426b73,61.86,137.01,13.03
44362f01,70.41,118.94,45.48
fe654f84,24.58,91.06,6.18
88f40d03,16.87,147.99,22.84
62f7de3c,96.31,100.01,5.11
8dbe0563,90.27,29.29,35.47
83d8f25b,91.69,87.89,46.21
f527de03,80.05,85.68,19.51
5b02c4d9,47.52,91.02,20.16
31295404,56.83,128.87,19.32
fe0b2a44,91.42,143.2,37.03
6dcb0df6,99.95,34.0,22.48
fa19dde0,92.77,107.05,25.39
e12cd566,19.88,24.44,42.89
271889c6,36.11,126.19,10.69
82bee67c,43.11,52.26,25.73
aa33ae4f,71.09,105.59,44.07
a9580adf,70.34,60.85,26.33
f5d9d909,80.1,87.13,9.51
52a53d3a,24.13,144.96,11.39
d15b44a3,72.65,127.77,34.57
43f42d36,51.58,136.61,25.59
f49ca4a3,93.85,98.2,41.11
7b6bf5d7,64.63,111.01,18.07
4d6d4df3,48.84,81.41,29.82
091d4bde,55.92,105.61,28.99
80cf6690,39.88,27.01,28.78
5574a72b,85.72,135.39,39.15
146479b1,76.68,26.4,37.33
d8a6f274,78.91,97.92,26.95
64d53670,52.15,130.34,6.5
f48b8de9,64.06,58.69,36.13
30ad7e12,23.52,111.2,18.77
da13dffe,26.49,126.04,36.63
49db8d3b,15.35,65.54,30.75
c6d32efa,58.07,131.74,22.37
b72321a8,74.44,24.48,21.65
28154194,52.99,27.54,49.27
f565e643,29.22,51.09,30.26
bb74cdb4,40.06,58.77,21.97
95050995,82.32,127.64,18.3
3c20c78e,68.46,120.98,14.57
d6a46d5e,82.74,130.37,8.58
ba534598,85.78,58.36,11.33
08e0b56e,57.68,108.08,36.01
607cdecb,64.51,43.48,33.1
218c79cd,84.59,42.62,11.24
865f7bab,37.73,30.67,45.14
b0317e64,47.49,142.6,22.82
4afc47c0,55.48,138.39,35.36
3c8a13cd,89.51,67.8,18.65
02ff46d3,51.42,21.09,35.77
2d6c7127,61.47,144.23,25.5
7e22b5c7,73.42,140.96,15.58
86d4103a,43.62,33.47,20.76
f2f07b2c,22.51,120.41,34.3
fa970fd2,11.83,57.84,23.44
4f8e6d02,58.16,90.24,48.31
1d1baacd,30.93,30.2,47.83
6aa7fc88,97.69,92.68,31.43
c553cf84,53.69,109.47,26.85
8b7350c0,21.85,135.19,37.27
38e0e66f,73.62,136.87,16.52
a76b5dd4,80.6,87.48,42.21
8443ec06,53.6,113.94,14.1
2430c47d,42.83,61.53,22.22
97adb89f,18.11,70.76,49.36
f31bf496,41.32,50.38,40.79
359def93,96.99,148.96,13.01
b5625bd0,57.0,109.95,29.68
c64f00f3,11.82,32.32,21.32
2fab473b,57.95,85.62,32.24
0fa0316d,98.8,99.7,22.56
70dac919,86.53,36.26,40.01
fe93d960,71.88,113.98,21.54
fd8392bc,70.5,79.33,12.93
3025ba1b,29.19,90.77,45.98
fbcb9ff1,89.11,123.94,7.14
e6705610,21.17,138.28,16.65
49c8fa06,57.82,30.64,39.49
38e2a803,49.59,70.3,18.12
ca2ccb08,66.84,96.21,13.93
57c75aa6,95.73,60.33,35.81
a2be9639,77.4,110.5,28.58
d4b55bc8,18.35,39.27,18.62
a637b86b,44.47,131.1,27.15
ff7f044f,95.54,100.55,7.93
4c81c1b4,43.25,94.94,25.27
0e1d6861,54.72,32.3,47.73
bdd7fa84,80.09,135.66,22.07
78c14c42,77.68,95.09,37.31
4c1c8a11,80.08,42.22,49.07
c26fe23a,26.6,27.54,48.79
7bcd419f,42.48,82.88,48.6
6d819379,88.5,78.22,19.23
7ffd82a5,75.48,52.04,32.02
98940aa9,60.03,89.87,34.46
f9c95e0d,74.26,104.21,30.35
7b6b46c8,10.57,103.52,34.58
1fa5bdb8,97.46,50.33,6.41
ad8b7c8e,87.06,70.06,36.92
1b316214,81.22,71.47,46.79
d1728751,31.54,32.18,40.08
bc2bba45,62.07,102.0,49.22
79be87b7,74.57,117.7,38.39
c5711ec2,55.58,65.71,11.8
cc953b0a,31.44,149.89,31.17
92bc783b,53.37,99.96,7.78
a650015d,21.16,112.16,14.33
d999bfe4,29.68,78.05,44.47
02bf1919,52.48,61.14,11.43
7d8dba8d,86.89,127.4,44.39
c020b07e,20.34,119.74,34.23
9067d670,26.22,98.69,42.27
56a97fe2,63.92,22.05,21.08
c88e48ce,41.74,56.11,10.88
f7d1b044,50.91,77.49,28.07
cdd5cc9c,14.45,124.83,33.18
2e8fc880,93.06,25.7,16.83
13302305,94.65,100.42,5.19
0f0bda0b,40.48,129.27,24.79
baf9b9fc,57.53,113.16,44.09
bc47f2ad,99.99,54.52,39.3
587ad840,66.96,114.57,37.26
302c1993,53.53,21.1,43.22
7748506e,87.94,111.88,37.1
fa32d8b4,33.2,113.22,12.36
0cf57504,41.84,33.21,21.17
5397b972,38.0,33.29,18.09
55a781d1,72.53,128.46,6.41
44cd4bb4,74.15,34.44,24.97
6fff19db,36.34,43.22,35.32
49485966,65.72,124.96,40.31
af5f171d,88.43,84.14,27.02
bd02fd73,45.8,77.42,5.7
2311c9cc,56.97,23.31,40.27
74b86a1a,65.96,95.46,44.96
57ece5a6,87.25,68.46,22.04
b9d67f8c,19.96,127.01,6.62
67c69688,62.32,38.42,31.88
62faeab6,14.26,127.29,21.29
8ee64d0b,100.0,96.93,46.01
ee6ff79b,25.04,148.13,19.46
e6e34bb2,49.08,34.81,22.47
73b44461,81.63,111.61,10.9
9abcb7f1,56.48,98.31,47.87
2cf6186c,86.37,118.32,47.51
42c05dbb,35.63,23.73,17.88
e98a3456,10.61,53.7,5.11
6aef14ef,77.62,63.81,47.67
ae131ae0,94.79,107.53,19.69
d67ee8a0,61.83,116.63,17.91
be2e20ac,33.98,143.0,39.39
85755f48,86.27,114.42,7.09
aba6a19d,21.08,21.58,34.29
32509f5e,99.08,126.0,37.91
5f2fd573,55.61,96.39,49.66
651fe12d,43.66,53.77,38.49
8857caea,61.62,128.91,7.16
2b42ccca,13.05,79.26,24.44
30d7703c,75.34,81.88,21.33
e1f227a2,37.67,73.67,20.59
5eb1afa0,15.53,94.79,43.69
76d698a4,59.22,55.65,5.32
b65fde23,80.02,63.7,40.1
1c442551,96.67,129.23,15.21
93c0223f,39.49,83.38,5.81
8f0fc89f,39.36,68.04,32.24
b8747c51,40.61,110.29,19.78
eb4e355f,27.8,135.03,13.31
c9ed8c2a,44.53,123.39,25.22
14454854,45.1,121.94,21.88
fbfb9214,52.99,28.03,32.37
a04ed10a,89.1,81.91,25.69
987c7a00,53.07,31.76,33.01
58dbd34d,96.49,42.59,23.78
26ae67fc,52.98,58.32,27.76
abffb8e0,86.23,31.87,23.6
c3978c90,95.73,126.84,15.59
2b256ad3,89.08,22.15,19.17
defd4404,93.66,143.51,18.77
252532a3,81.72,81.93,17.64
439a10e8,68.22,106.62,37.63
2d1f2c65,71.37,144.12,35.82
aa43f0e1,65.98,120.15,48.94
96f72dfe,95.68,104.26,14.59
f8ff67e4,90.5,91.48,20.45
f0966870,56.69,64.38,49.22
cbe1f979,80.98,56.6,31.63
1614ba00,40.93,58.33,27.75
16ab9373,18.19,88.75,10.79
7161e3fc,47.32,76.25,25.78
e334896c,25.74,43.21,48.63
7baa4a42,30.92,138.44,14.94
2274c256,60.45,132.91,27.12
6a3ea986,62.18,123.93,12.37
5030e8c3,71.25,138.95,19.95
ebf92c1b,87.3,48.78,42.52
18991f04,53.16,108.38,30.99
22c5b881,98.76,135.34,48.61
b33c300a,22.64,27.51,33.38
a3734022,31.58,141.87,47.44
bb36a950,73.24,81.29,39.69
6f8f51b5,32.44,85.19,17.73
32074587,18.17,106.74,27.52
297763dc,26.82,127.21,22.7
ab910e8e,56.27,33.02,20.3
5e531ace,98.29,140.17,45.4
33bd1925,33.75,22.1,33.38
122cecc9,40.83,104.87,24.34
fa6ef594,40.96,29.67,30.12
aa3496fa,52.25,72.86,23.88
263a6177,44.44,80.41,43.32
80c0eceb,93.78,85.9,45.92
10d73c8d,43.69,64.98,32.54
9d11b001,75.29,114.02,10.72
43a55d0f,48.25,50.59,14.54
2fa883bc,87.35,56.75,31.9
33386537,92.59,36.11,27.77
2dd4da21,34.82,50.2,26.41
8f2137b9,20.75,69.9,44.9
f6c354c8,63.92,42.18,16.65
6c83ce57,89.23,131.47,42.45
bd909bd7,84.04,144.36,43.94
48c6d3ef,42.41,136.96,9.74
93e361f5,31.96,113.27,17.22
0153fbbf,84.9,139.12,24.54
61f077d9,56.9,74.49,17.17
d9be00f8,64.32,27.57,47.44
7e0a5481,17.17,56.22,35.15
8a169bfb,71.32,114.06,42.84
fb0d9e5b,62.96,38.46,22.94
ab9e9145,71.87,105.49,48.31
d158e7ce,65.89,124.38,33.01
d35caac8,60.88,37.85,44.83
88157625,68.53,148.89,32.54
a48041a2,43.27,101.68,38.89
2aa86ace,29.16,110.75,38.19
24eb2e53,34.25,73.56,26.39
887f8b02,70.0,48.33,48.46
2b049772,37.38,46.65,7.64
6d49102c,16.88,27.1,20.37
1fd55b9d,20.81,147.91,38.72
03617eba,96.62,107.67,34.47
2f5bbaae,19.64,129.58,32.18
34d2201f,41.73,128.3,45.8
eedac631,52.63,140.62,34.9
72a08cb5,34.46,44.23,33.65
f92675bc,74.72,37.66,34.18
ab617cd3,66.76,89.45,7.92
ab73d652,88.39,63.73,24.61
8b9a6247,20.13,61.56,41.65
f1074dc7,53.84,94.75,35.67
1da40d19,33.58,96.35,16.46
98802ac9,31.9,87.97,10.14
62268824,87.21,57.13,20.47
94bc4b36,50.81,71.61,35.35
59be842a,82.29,87.7,19.89
5fb760d9,55.59,72.53,20.48
44e79d46,60.74,26.43,18.26
e21d9483,29.02,123.32,24.63
b8d192e3,72.11,93.57,15.42
6740f498,19.72,143.13,12.72
631327ad,96.76,82.69,43.27
7022758b,25.98,106.38,37.35
fb9069e9,43.67,125.67,48.59
8923bed9,98.51,121.12,16.72
a03bd532,91.93,32.26,45.45
51516ca6,63.32,50.17,41.48
0fba7ea3,21.81,62.43,13.47
db9760dd,31.16,36.93,45.11
8d1c2d16,77.38,57.51,22.56
fb08f3d0,16.44,85.09,24.48
9c85963d,73.59,72.47,35.63
3516ea24,98.28,56.68,28.31
283648fd,21.27,32.87,39.89
08ac64e6,92.97,73.8,14.8
60001381,29.12,55.59,16.8
6ce9c419,87.71,43.77,47.4
6f47732c,23.82,84.5,26.91
c9bb690b,47.65,41.97,40.48
3583dddf,25.41,103.6,10.55
f70295e3,80.15,141.8,45.96
40c5ba88,85.48,20.34,17.73
dd1ad03f,16.8,91.65,46.01
4754a75d,54.72,102.61,19.15
8a66f993,52.92,137.0,22.64
a448fed8,96.8,58.0,46.73
16a031d3,23.34,62.07,30.09
6bdb4d78,28.86,52.23,28.6
9abaa9c9,67.27,67.91,9.86
44514f2d,40.87,122.35,45.16
802dc04f,40.43,67.73,19.55
01cc97fe,10.22,129.52,43.81
2c8d38ba,36.76,89.64,8.21
7a5dd161,40.43,25.35,5.12
84264d1c,95.78,103.22,11.15
415ce971,93.83,71.15,19.15
664189c3,46.2,20.96,47.46
d190a04e,52.77,144.75,14.01
2247996e,58.33,92.56,38.27
33bd060b,18.78,71.01,9.68
714832ac,85.08,127.78,7.21
bf1c0894,26.72,144.39,46.8
a34aba96,54.44,87.24,25.81
5f4871e5,11.93,144.1,38.32
947b9666,34.36,95.82,17.28
bf9fcdb6,28.76,38.66,32.78
153c92cd,30.47,55.8,17.22
3f0c05be,80.4,137.55,25.73
0b8a0e96,61.3,65.45,27.83
22f00d61,39.66,24.05,49.83
18d34610,27.65,32.01,6.74
3e5c82e4,28.37,69.4,18.06
ec18032c,13.4,86.21,16.6
67619263,93.27,76.23,40.57
c8489a56,56.26,149.21,49.63
966491fc,75.79,71.76,30.92
fc520739,70.48,72.3,49.41
6b59af42,14.46,147.01,12.85
d1bbd07f,90.14,140.67,47.92
9a284775,35.7,76.85,47.42
dbf8f1d8,30.99,139.77,5.85
a1ab2e8a,22.42,112.8,42.11
bf00035c,10.1,115.44,21.44
3c1cca4f,92.25,141.17,31.2
1bddbe38,40.53,99.05,8.84
57d5db27,92.21,22.87,45.06
de5959cd,23.92,122.25,39.74
ecf06355,19.24,92.91,27.06
164673d8,87.82,40.39,19.57
7858198f,70.58,38.42,41.88
b1e904ec,54.68,143.91,34.34
6b5d8e94,82.17,93.33,47.49
702e9ca6,23.76,41.95,17.54
3e98e2a9,72.51,124.49,44.62
5b85e181,67.75,91.69,23.13
815c95ab,81.23,70.71,6.93
33c529b6,43.23,26.76,41.58
c9593230,29.6,59.5,45.2
412679de,15.04,63.26,33.11
b55da8eb,56.8,75.76,11.44
98c4d45c,17.66,132.95,19.01
f06e9b32,10.75,60.06,16.05
6212dbe3,63.68,89.69,12.29
20ccccba,84.57,104.91,38.33
80ad2204,73.45,74.83,16.21
8d8b968c,32.13,101.56,49.22
4ffd4d7a,27.89,23.74,17.23
1b0d3578,12.56,106.28,35.21
41b75bc7,12.12,56.72,34.15
438dcfb7,54.87,124.56,29.01
ebbc4047,74.32,91.21,29.18
c5d03137,79.72,98.66,7.85
9822730c,88.07,96.72,13.97
65e3a84d,78.18,53.23,45.98
1e98f97a,35.48,133.77,29.68
f37ae331,63.85,70.14,30.87
2f2f3d67,13.17,104.22,28.9
c5ba963e,53.73,128.94,19.71
6b95a135,29.74,59.72,20.59
dd7ae9c7,64.05,49.88,32.97
466ddb18,15.32,70.85,13.56
e9bcb092,22.3,62.01,47.74
26c862e4,53.41,136.72,47.4
e9c53e09,35.49,145.6,19.88
85e37c16,65.02,136.9,30.37
340065f2,32.86,140.83,25.53
d3ce05f4,54.06,60.12,19.71
27d8dfff,64.17,122.71,5.26
14fbe39e,15.12,102.08,36.39
5bcb37b8,12.71,61.1,36.91
e65817c3,73.12,135.07,35.43
15e58766,84.58,94.18,26.02
beb60ee7,12.79,95.22,38.96
39a79740,24.04,33.3,15.27
bdc933f9,52.56,55.32,15.59
5f204e18,63.09,96.54,44.81
3770d267,61.51,125.57,30.25
009bb21e,65.72,53.17,16.62
5ece057b,45.34,20.12,41.66
eef64602,39.19,33.55,7.62
1f4dfe7c,30.07,48.98,37.59
89946328,86.56,82.08,10.93
65fe4383,79.01,141.78,17.9
44b13241,41.76,66.98,16.04
20f6a6a2,98.81,43.28,11.43
cb60e5e1,50.61,78.45,44.23
9151ce5b,81.63,57.15,31.74
048bdcd1,82.02,39.63,32.97
9de5b16b,15.42,56.25,21.72
c2634119,30.98,138.07,18.54
08349590,56.22,87.72,39.86
fb27f10a,37.27,145.31,48.06
0ca97912,33.62,137.51,6.96
c2db9294,23.7,117.29,32.3
bcc36dd0,58.97,90.84,10.01
744183a8,17.72,65.36,33.09
78cc8e16,81.68,115.21,42.01
